"","group","median_BaromP","mean_BaromP","min_BaromP","max_BaromP","first_Qu_BaromP","third_Qu_BaromP","count","first_time","median_time","median_time_UTC","IBI_sec"
"130",130,1024.821655,1024.81530183367,1024.434814,1025.149902,1024.727539,1024.908936,3000,1581260565.51362,1581260715.85823,2020-02-09 20:05:15,3603.0700969696
"131",131,1022.7821045,1022.76937117667,1021.892578,1023.574951,1022.581909,1022.965149,3000,1581264168.36767,1581264318.72096,2020-02-09 21:05:18,3602.85404515266
"132",132,1024.356934,1024.35410584286,1023.850342,1024.761719,1024.273438,1024.433411,3080,1581267770.72065,1581267918.29182,2020-02-09 22:05:18,3602.35298085213
"133",133,1024.973389,1024.96981941233,1024.582764,1025.311523,1024.896484,1025.051758,3000,1581271374.40418,1581271525.24993,2020-02-09 23:05:25,3603.68353104591
"134",134,1024.8411865,1024.83284293667,1024.385742,1025.162354,1024.74115,1024.927734,3000,1581274977.6816,1581275128.00894,2020-02-10 00:05:28,3603.2774181366
"135",135,1025.447754,1025.45479688833,1025.057617,1025.802002,1025.378906,1025.533691,3000,1581278580.42335,1581278730.768,2020-02-10 01:05:30,3602.7417538166
"136",136,1024.7838135,1024.783266689,1024.213135,1025.30957,1024.697021,1024.866211,3000,1581282183.68351,1581282334.02816,2020-02-10 02:05:34,3603.26015806198
"137",137,1023.2974855,1023.27143228867,1022.304443,1024.1875,1023.085449,1023.481018,3000,1581285786.84863,1581285937.20193,2020-02-10 03:05:37,3603.16512703896
"138",138,1022.675049,1022.640961663,1021.750488,1023.395264,1022.473816,1022.829407,3000,1581289389.91873,1581289540.27199,2020-02-10 04:05:40,3603.0700969696
"139",139,1022.087646,1022.03748828233,1020.983154,1023.153809,1021.760193,1022.316956,3000,1581292993.29983,1581293143.6488,2020-02-10 05:05:43,3603.38109898567
"140",140,1020.381836,1020.3230345039,1018.934082,1021.442139,1019.983398,1020.655518,3080,1581296595.35042,1581296749.79905,2020-02-10 06:05:49,3602.05058908463
"141",141,1018.303833,1018.27606396333,1016.922852,1019.470703,1017.993713,1018.581848,3000,1581300199.13759,1581300349.49089,2020-02-10 07:05:49,3603.78717184067
"142",142,1016.917969,1016.865097658,1015.248779,1018.020264,1016.590149,1017.204956,3000,1581303801.72384,1581303952.06849,2020-02-10 08:05:52,3602.5862531662
"143",143,1016.411743,1016.37291209833,1014.685791,1017.509033,1016.116821,1016.685059,3000,1581307405.27774,1581307555.63104,2020-02-10 09:05:55,3603.55390000343
"144",144,1016.732544,1016.693155349,1015.462158,1017.685059,1016.406738,1016.988098,3000,1581311008.65023,1581311158.99921,2020-02-10 10:05:58,3603.37248897552
"145",145,1017.2698975,1017.243300536,1016.183838,1018.231934,1016.95831275,1017.539856,3000,1581314611.52162,1581314761.96991,2020-02-10 11:06:01,3602.87138485909
"146",146,1016.39917,1016.40648210567,1014.87085,1018.580078,1016.03607175,1016.75872775,3000,1581318214.6781,1581318365.03135,2020-02-10 12:06:05,3603.15647721291
"147",147,1018.2072755,1018.20989216033,1017.352295,1018.929199,1018.08575475,1018.34283425,3000,1581321817.66177,1581321967.91135,2020-02-10 13:06:07,3602.98367595673
"148",148,1017.123169,1017.10018000733,1015.855713,1018.152832,1016.875732,1017.36676,3000,1581325420.72322,1581325571.07215,2020-02-10 14:06:11,3603.06144690514
"149",149,1017.307983,1017.286785559,1016.257812,1018.312256,1017.016602,1017.57843,3000,1581329023.89696,1581329174.25025,2020-02-10 15:06:14,3603.1737370491
"150",150,1017.220459,1017.179011634,1016.159424,1017.958252,1016.970886,1017.413086,3000,1581332626.73378,1581332777.2296,2020-02-10 16:06:17,3602.83682489395
"151",151,1018.047363,1017.91125708033,1016.508789,1018.551758,1017.816406,1018.18127425,3000,1581336229.74337,1581336380.08801,2020-02-10 17:06:20,3603.00958609581
